93,284,16.64331697709324,80.0
284,283,8.06225774829855,80.0
283,282,6.0,80.0
282,281,19.72308292331602,80.0
281,280,23.08679276123039,80.0
280,106,19.924858845171276,80.0
106,386,10.0,80.0
386,165,10.0,80.0
106,164,12.529964086141668,80.0
93,285,16.64331697709324,80.0
285,286,11.0,80.0
286,287,35.84689665786984,80.0
287,288,8.246211251235321,80.0
288,289,17.88854381999832,80.0
289,90,19.6468827043885,80.0
165,122,21.633307652783937,100.0
122,166,12.806248474865697,100.0
166,167,12.206555615733702,100.0
167,90,14.866068747318506,100.0
90,107,8.06225774829855,100.0
107,108,8.06225774829855,100.0
108,109,8.94427190999916,100.0
109,110,10.295630140987,100.0
110,111,10.0,100.0
111,112,12.041594578792296,100.0
112,113,11.045361017187261,100.0
114,113,12.36931687685298,100.0
114,119,3.605551275463989,100.0
119,115,6.082762530298219,100.0
116,115,10.0,100.0
116,120,4.0,100.0
116,117,16.401219466856727,100.0
117,118,9.219544457292887,100.0
386,290,15.620499351813308,80.0
290,291,12.165525060596439,80.0
291,123,16.0312195418814,80.0
123,292,10.816653826391969,80.0
292,293,14.142135623730951,80.0
293,294,12.36931687685298,80.0
89,162,12.206555615733702,100.0
162,163,12.36931687685298,100.0
163,164,13.92838827718412,100.0
89,161,12.206555615733702,80.0
161,160,10.04987562112089,80.0
160,159,15.297058540778355,80.0
159,158,14.212670403551895,80.0
158,92,16.278820596099706,80.0
92,135,11.0,80.0
135,134,19.924858845171276,80.0
134,133,15.811388300841896,80.0
133,132,13.038404810405298,80.0
132,93,13.45362404707371,80.0
294,295,19.924858845171276,80.0
295,296,15.524174696260024,100.0
296,297,15.620499351813308,100.0
297,298,16.278820596099706,80.0
298,89,20.518284528683193,80.0
93,131,19.209372712298546,80.0
131,130,22.02271554554524,100.0
130,129,10.63014581273465,100.0
129,128,10.44030650891055,100.0
128,96,13.92838827718412,100.0
96,141,13.92838827718412,80.0
141,140,9.055385138137417,100.0
140,139,15.033296378372908,100.0
139,138,12.806248474865697,100.0
138,137,12.041594578792296,100.0
137,136,16.55294535724685,100.0
136,95,16.0312195418814,100.0
95,178,11.045361017187261,100.0
